Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,4.536638091515399,2,0,756,6
2,3.727974347216392,3,0,756,6
3,3.727974347216392,3,0,756,6
4,3.727974347216392,3,0,756,6
5,3.727974347216392,3,0,756,6
6,3.727974347216392,3,0,756,6
7,3.727974347216392,3,0,756,6
8,3.727974347216392,3,0,756,6
9,3.727974347216392,3,0,756,6
10,3.727974347216392,3,0,756,6
11,3.1356267118269274,2,0,756,6
12,3.1356267118269274,2,0,756,6
13,2.8224154771904253,2,0,756,6
14,0.9251550576514482,2,0,756,6
15,0.9251550576514482,2,0,756,6
16,0.9251550576514482,2,0,756,6
17,0.9251550576514482,2,0,756,6
18,0.9251550576514482,2,0,756,6
19,0,0,0,756,6
