Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,8.147365831692987,4,0,141,0
2,4.264765230542789,6,0,141,0
3,4.264765230542789,6,0,141,0
4,4.264765230542789,6,0,141,0
5,4.264765230542789,6,0,141,0
6,4.264765230542789,6,0,141,0
7,4.264765230542789,6,0,141,0
8,3.769955422715327,4,0,141,0
9,3.6329293330049452,4,0,141,0
10,1.323219377509563,4,0,141,0
11,1.323219377509563,4,0,141,0
12,1.323219377509563,4,0,141,0
13,0.07306411778715827,3,0,141,0
14,0,0,0,141,0
