Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,3.104063801023014,2,0,820,8
2,3.104063801023014,2,0,820,8
3,3.104063801023014,2,0,820,8
4,2.652693918893675,3,0,820,8
5,2.652693918893675,3,0,820,8
6,2.652693918893675,3,0,820,8
7,2.652693918893675,3,0,820,8
8,2.652693918893675,3,0,820,8
9,2.652693918893675,3,0,820,8
10,2.652693918893675,3,0,820,8
11,2.652693918893675,3,0,820,8
12,2.652693918893675,3,0,820,8
13,1.5127941811125094,2,0,820,8
14,1.5127941811125094,2,0,820,8
15,1.5127941811125094,2,0,820,8
16,1.5127941811125094,2,0,820,8
17,1.5127941811125094,2,0,820,8
18,0.9148031667274399,2,0,820,8
19,0.9148031667274399,2,0,820,8
20,0.9148031667274399,2,0,820,8
21,0.9148031667274399,2,0,820,8
22,0.9148031667274399,2,0,820,8
23,0.4877791674843781,2,0,820,8
24,0.18692574970592268,2,0,820,8
25,0.18692574970592268,2,0,820,8
26,0.18692574970592268,2,0,820,8
27,0.18692574970592268,2,0,820,8
28,0.18692574970592268,2,0,820,8
29,0.18692574970592268,2,0,820,8
30,0,0,0,820,8
