Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,12.79258394202755,3,0,712,6
2,7.626375098625344,4,0,712,6
3,4.842503077315737,4,0,712,6
4,1.9206683081093257,5,0,712,6
5,1.9206683081093257,5,0,712,6
6,1.9206683081093257,5,0,712,6
7,1.9206683081093257,5,0,712,6
8,1.9206683081093257,5,0,712,6
9,1.4707635375954897,5,0,712,6
10,1.4707635375954897,5,0,712,6
11,1.4707635375954897,5,0,712,6
12,1.4707635375954897,5,0,712,6
13,1.4707635375954897,5,0,712,6
14,0.8390930468046953,2,0,712,6
15,0,0,0,712,6
