Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,8.921685650193641,6,0,44,0
2,8.921685650193641,6,0,44,0
3,8.921685650193641,6,0,44,0
4,8.921685650193641,6,0,44,0
5,8.921685650193641,6,0,44,0
6,8.921685650193641,6,0,44,0
7,8.921685650193641,6,0,44,0
8,8.921685650193641,6,0,44,0
9,8.921685650193641,6,0,44,0
10,5.46793935618779,3,0,44,0
11,4.496519427713089,5,0,44,0
12,4.496519427713089,5,0,44,0
13,4.496519427713089,5,0,44,0
14,4.496519427713089,5,0,44,0
15,4.496519427713089,5,0,44,0
16,4.496519427713089,5,0,44,0
17,4.496519427713089,5,0,44,0
18,4.496519427713089,5,0,44,0
19,4.496519427713089,5,0,44,0
20,4.496519427713089,5,0,44,0
21,4.496519427713089,5,0,44,0
