Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,5.766832731326109,5,0,587,4
2,5.766832731326109,5,0,587,4
3,5.766832731326109,5,0,587,4
4,5.766832731326109,5,0,587,4
5,5.766832731326109,5,0,587,4
6,5.766832731326109,5,0,587,4
7,5.766832731326109,5,0,587,4
8,4.857056745188309,6,0,587,4
9,4.857056745188309,6,0,587,4
10,4.857056745188309,6,0,587,4
11,4.857056745188309,6,0,587,4
12,4.857056745188309,6,0,587,4
13,4.857056745188309,6,0,587,4
14,4.857056745188309,6,0,587,4
15,4.857056745188309,6,0,587,4
16,4.857056745188309,6,0,587,4
17,4.857056745188309,6,0,587,4
18,4.857056745188309,6,0,587,4
