Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,20.382807144415178,4,0,50,0
2,20.382807144415178,4,0,50,0
3,20.382807144415178,4,0,50,0
4,17.909220033023537,6,0,50,0
5,17.909220033023537,6,0,50,0
6,17.909220033023537,6,0,50,0
7,14.92778989936769,10,0,50,0
8,14.92778989936769,10,0,50,0
9,14.92778989936769,10,0,50,0
10,14.92778989936769,10,0,50,0
11,14.92778989936769,10,0,50,0
12,14.92778989936769,10,0,50,0
13,11.4473732209083,8,0,50,0
14,11.4473732209083,8,0,50,0
15,11.4473732209083,8,0,50,0
16,11.4473732209083,8,0,50,0
17,11.4473732209083,8,0,50,0
18,11.4473732209083,8,0,50,0
19,11.4473732209083,8,0,50,0
20,11.4473732209083,8,0,50,0
21,11.4473732209083,8,0,50,0
22,11.4473732209083,8,0,50,0
23,11.4473732209083,8,0,50,0
