Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,6.804630247900056,4,0,123,2
2,6.804630247900056,4,0,123,2
3,6.804630247900056,4,0,123,2
4,5.572835589874546,4,0,123,2
5,5.572835589874546,4,0,123,2
6,5.572835589874546,4,0,123,2
7,5.572835589874546,4,0,123,2
8,5.572835589874546,4,0,123,2
9,5.572835589874546,4,0,123,2
10,5.572835589874546,4,0,123,2
11,5.572835589874546,4,0,123,2
12,5.041956365448892,6,0,123,2
13,5.041956365448892,6,0,123,2
14,5.041956365448892,6,0,123,2
15,5.041956365448892,6,0,123,2
16,5.041956365448892,6,0,123,2
17,5.041956365448892,6,0,123,2
18,5.041956365448892,6,0,123,2
19,5.041956365448892,6,0,123,2
20,5.041956365448892,6,0,123,2
21,5.041956365448892,6,0,123,2
22,5.041956365448892,6,0,123,2
