Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,2.4765285805022277,2,0,59,1
2,2.4765285805022277,2,0,59,1
3,2.4765285805022277,2,0,59,1
4,0.45018039242672003,2,0,59,1
5,0.45018039242672003,2,0,59,1
6,0.45018039242672003,2,0,59,1
7,0.45018039242672003,2,0,59,1
8,0.45018039242672003,2,0,59,1
9,0.05779184208419075,2,0,59,1
10,0.05779184208419075,2,0,59,1
11,0.05779184208419075,2,0,59,1
12,0.05779184208419075,2,0,59,1
13,0.05779184208419075,2,0,59,1
14,0.05779184208419075,2,0,59,1
15,0.05779184208419075,2,0,59,1
16,0.05779184208419075,2,0,59,1
17,0,0,0,59,1
