Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,4.504006570959578,2,0,139,1
2,4.504006570959578,2,0,139,1
3,3.5139389562371566,3,0,139,1
4,0.8570858780160364,2,0,139,1
5,0.6826022378498422,2,0,139,1
6,0.6826022378498422,2,0,139,1
7,0.11204304192205505,2,0,139,1
8,0.11204304192205505,2,0,139,1
9,0.11204304192205505,2,0,139,1
10,0.11204304192205505,2,0,139,1
11,0.11204304192205505,2,0,139,1
12,0.11204304192205505,2,0,139,1
13,0.11204304192205505,2,0,139,1
14,0.11204304192205505,2,0,139,1
15,0.11204304192205505,2,0,139,1
16,0,0,0,139,1
