Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,6.3015563134477,4,0,79,1
2,6.3015563134477,4,0,79,1
3,3.921383184501999,2,0,79,1
4,1.3967906292207797,4,0,79,1
5,1.3967906292207797,4,0,79,1
6,1.3967906292207797,4,0,79,1
7,0.6715692242962596,3,0,79,1
8,0.6715692242962596,3,0,79,1
9,0.6715692242962596,3,0,79,1
10,0.6715692242962596,3,0,79,1
11,0.6715692242962596,3,0,79,1
12,0.6715692242962596,3,0,79,1
13,0.6715692242962596,3,0,79,1
14,0.6715692242962596,3,0,79,1
15,0.6026860289787965,2,0,79,1
16,0.06317173199168735,2,0,79,1
17,0,0,0,79,1
