Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,1.8577589162213624,3,0,89,1
2,1.2775084532769476,5,0,89,1
3,1.2775084532769476,5,0,89,1
4,0.577909383400101,2,0,89,1
5,0.577909383400101,2,0,89,1
6,0.577909383400101,2,0,89,1
7,0.577909383400101,2,0,89,1
8,0.577909383400101,2,0,89,1
9,0.577909383400101,2,0,89,1
10,0.577909383400101,2,0,89,1
11,0.577909383400101,2,0,89,1
12,0.03756811951303263,2,0,89,1
13,0.03756811951303263,2,0,89,1
14,0.03756811951303263,2,0,89,1
15,0,0,0,89,1
