Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,5.711891221134696,3,0,84,3
2,5.711891221134696,3,0,84,3
3,5.711891221134696,3,0,84,3
4,5.711891221134696,3,0,84,3
5,5.711891221134696,3,0,84,3
6,4.825486534372212,7,0,84,3
7,4.825486534372212,7,0,84,3
8,4.825486534372212,7,0,84,3
9,4.825486534372212,7,0,84,3
10,4.825486534372212,7,0,84,3
11,4.825486534372212,7,0,84,3
12,4.825486534372212,7,0,84,3
13,4.825486534372212,7,0,84,3
14,4.825486534372212,7,0,84,3
15,4.825486534372212,7,0,84,3
16,4.825486534372212,7,0,84,3
