Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,0.3580110805453476,2,0,126,1
2,0.3580110805453476,2,0,126,1
3,0.3580110805453476,2,0,126,1
4,0.3580110805453476,2,0,126,1
5,0.3580110805453476,2,0,126,1
6,0.3580110805453476,2,0,126,1
7,0.3580110805453476,2,0,126,1
8,0.3580110805453476,2,0,126,1
9,0.3580110805453476,2,0,126,1
10,0.19243504884777352,2,0,126,1
11,0.19243504884777352,2,0,126,1
12,0.19243504884777352,2,0,126,1
13,0.19243504884777352,2,0,126,1
14,0.19243504884777352,2,0,126,1
15,0.19243504884777352,2,0,126,1
16,0.19243504884777352,2,0,126,1
17,0,0,0,126,1
