Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,0.5930154889443298,2,0,821,8
2,0.5930154889443298,2,0,821,8
3,0.5930154889443298,2,0,821,8
4,0.5930154889443298,2,0,821,8
5,0.5930154889443298,2,0,821,8
6,0.5930154889443298,2,0,821,8
7,0.5930154889443298,2,0,821,8
8,0.5930154889443298,2,0,821,8
9,0.5319676028844178,2,0,821,8
10,0.5319676028844178,2,0,821,8
11,0.5319676028844178,2,0,821,8
12,0.5319676028844178,2,0,821,8
13,0.5319676028844178,2,0,821,8
14,0.5319676028844178,2,0,821,8
15,0.5319676028844178,2,0,821,8
16,0.5319676028844178,2,0,821,8
17,0.5319676028844178,2,0,821,8
18,0.5319676028844178,2,0,821,8
19,0.5319676028844178,2,0,821,8
