Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,11.714482610849611,3,0,193,0
2,10.436068099239453,4,0,193,0
3,10.436068099239453,4,0,193,0
4,10.436068099239453,4,0,193,0
5,8.29828744837734,4,0,193,0
6,8.29828744837734,4,0,193,0
7,8.29828744837734,4,0,193,0
8,8.29828744837734,4,0,193,0
9,8.29828744837734,4,0,193,0
10,8.29828744837734,4,0,193,0
11,8.214934666275227,5,0,193,0
12,8.214934666275227,5,0,193,0
13,5.006153333014851,6,0,193,0
14,3.689930205702595,5,0,193,0
15,1.3979561851927542,2,0,193,0
16,0.45247196807538614,2,0,193,0
17,0.41807838818183285,2,0,193,0
18,0.003407483286224533,2,0,193,0
19,0,0,0,193,0
